uid,labname,numTrials,timestamp
user_16,laba04,2,2020-04-20 14:51:51.743369
user_16,lab03,7,2020-04-20 15:12:20.441220
user_16,lab03s,1,2020-04-20 15:12:28.412441
user_16,laba04,3,2020-04-20 15:12:43.203903
user_16,laba04,4,2020-04-20 15:12:44.159158
user_0,lab02,1,2020-04-20 17:56:45.209722
user_0,lab02,2,2020-04-20 17:56:58.195472
user_19,laba04,1,2020-04-20 19:05:01.297780
user_19,laba04,2,2020-04-20 19:08:04.239630
user_19,laba04,3,2020-04-20 19:09:18.062777
user_19,laba04,4,2020-04-20 19:10:44.104475
user_25,laba04,1,2020-04-20 19:16:50.673054
user_25,laba04,2,2020-04-20 19:27:14.419414
user_19,laba04,5,2020-04-21 17:31:02.982192
user_21,laba04,1,2020-04-21 17:48:00.487806
user_21,laba04,2,2020-04-21 17:48:49.158627
user_21,laba04,3,2020-04-21 17:50:12.879704
user_21,laba04,4,2020-04-21 17:50:31.134381
user_21,laba04,5,2020-04-21 18:01:26.041676
user_19,laba04,6,2020-04-21 18:04:48.979607
user_19,laba04,7,2020-04-21 18:04:59.154392
user_21,laba04,6,2020-04-21 19:18:24.220338
user_21,laba04,7,2020-04-21 20:41:03.416676
user_21,laba04,8,2020-04-21 20:45:31.581556
user_25,laba04,3,2020-04-21 20:54:29.251625
user_19,laba04,8,2020-04-21 22:24:46.400387
user_30,project1,1,2020-04-22 12:36:24.053518
user_10,code_rvw,3,2020-04-22 13:28:02.071842
user_24,laba04,1,2020-04-22 13:36:35.868433
user_21,laba04,9,2020-04-22 18:45:44.816242
user_21,laba04,10,2020-04-22 18:58:13.293509
user_21,laba04,11,2020-04-22 19:04:06.973762
user_21,laba04,12,2020-04-22 19:05:19.931833
user_21,laba04,13,2020-04-22 19:29:51.555924
user_21,laba04,14,2020-04-22 19:32:53.196741
user_21,laba04,15,2020-04-22 19:37:25.644792
user_21,laba04s,1,2020-04-22 20:09:21.857747
user_28,laba04,1,2020-04-22 21:47:19.707242
user_28,laba04,2,2020-04-22 21:49:18.721776
user_21,laba04s,2,2020-04-22 22:38:14.508953
user_21,laba04s,3,2020-04-22 22:38:57.618762
user_21,laba04s,4,2020-04-22 22:43:09.143595
user_31,laba04,1,2020-04-23 00:23:49.850904
user_31,laba04s,1,2020-04-23 00:24:06.344319
user_30,project1,2,2020-04-23 07:58:29.645003
user_24,laba04,2,2020-04-23 08:06:24.837163
user_24,laba04,3,2020-04-23 08:16:16.022737
user_19,laba04,9,2020-04-23 11:38:52.929518
user_19,laba04,10,2020-04-23 12:32:38.651745
user_19,laba04,11,2020-04-23 12:57:30.801784
user_19,laba04,12,2020-04-23 13:45:10.408891
user_19,laba04,13,2020-04-23 13:45:53.055893
user_19,laba04,14,2020-04-23 14:06:14.391324
user_17,laba04,1,2020-04-23 14:24:29.947554
user_17,laba04,2,2020-04-23 14:28:03.010976
user_3,laba04,1,2020-04-23 20:29:14.054364
user_3,laba04s,1,2020-04-23 20:40:26.883591
user_4,project1,12,2020-04-23 21:19:18.762240
user_4,project1,13,2020-04-23 21:21:48.840706
user_4,project1,14,2020-04-23 21:37:31.983764
user_4,project1,15,2020-04-23 21:39:13.227013
user_4,project1,16,2020-04-23 21:43:46.766820
user_4,project1,17,2020-04-23 21:49:53.822020
user_4,project1,18,2020-04-23 21:51:34.312338
user_4,project1,19,2020-04-23 21:54:01.827205
user_4,project1,20,2020-04-23 21:55:41.993531
user_4,project1,21,2020-04-24 10:59:52.617063
user_19,laba04,15,2020-04-24 16:05:46.464083
user_4,project1,22,2020-04-24 17:18:39.716078
user_4,project1,23,2020-04-24 17:20:24.447392
user_4,project1,24,2020-04-24 17:22:21.822473
user_4,project1,25,2020-04-24 17:23:39.861510
user_4,project1,26,2020-04-24 17:25:28.583827
user_4,project1,27,2020-04-24 22:27:14.314910
user_24,laba04s,1,2020-04-25 03:53:05.181598
user_26,laba04,1,2020-04-25 07:38:38.986125
user_26,laba04,2,2020-04-25 07:40:33.315557
user_26,laba04,3,2020-04-25 07:40:45.603606
user_26,laba04,4,2020-04-25 07:41:20.221687
user_26,laba04,5,2020-04-25 07:42:03.240906
user_26,laba04s,1,2020-04-25 07:42:23.042287
user_26,laba04,6,2020-04-25 08:02:37.923584
user_26,laba04,7,2020-04-25 08:02:55.719352
user_10,laba04,1,2020-04-25 08:24:52.696624
user_10,laba04s,1,2020-04-25 08:37:54.604222
user_10,laba04s,2,2020-04-25 08:39:50.663480
user_26,code_rvw,1,2020-04-25 09:38:32.704200
user_15,code_rvw,5,2020-04-25 09:59:47.673686
user_17,laba04,3,2020-04-25 11:32:27.662358
user_17,laba04,4,2020-04-25 11:32:31.183708
user_17,laba04,5,2020-04-25 11:54:13.749339
user_17,laba04,6,2020-04-25 11:54:15.809577
user_17,laba04,7,2020-04-25 12:08:11.894766
user_17,laba04s,1,2020-04-25 12:10:56.414175
user_17,laba04s,2,2020-04-25 12:45:03.202092
user_17,laba04s,3,2020-04-25 12:45:13.749125
user_8,code_rvw,16,2020-04-25 14:33:15.005790
user_25,laba04,4,2020-04-25 14:47:45.912144
user_25,laba04,5,2020-04-25 15:01:28.344327
user_25,laba04,6,2020-04-25 15:27:37.217535
user_19,laba04,16,2020-04-25 15:43:49.539223
user_25,laba04,7,2020-04-25 15:46:21.922842
user_25,laba04,8,2020-04-25 16:00:35.751879
user_25,laba04,9,2020-04-25 16:01:00.827562
user_28,laba04,3,2020-04-25 16:48:55.325505
user_28,laba04,4,2020-04-25 17:01:45.297657
user_28,laba04,5,2020-04-25 17:04:17.081681
user_28,laba04,6,2020-04-25 17:05:31.796663
user_28,laba04,7,2020-04-25 17:08:05.654958
user_28,laba04,8,2020-04-25 17:09:24.647629
user_19,laba04,17,2020-04-25 17:11:05.306157
user_19,laba04,18,2020-04-25 17:36:09.601778
user_13,laba04,1,2020-04-25 17:56:16.919886
user_13,laba04,2,2020-04-25 18:01:33.901268
user_13,laba04,3,2020-04-25 18:04:02.049026
user_25,laba04,10,2020-04-25 18:36:36.032655
user_25,laba04,11,2020-04-25 18:50:39.112848
user_13,laba04,4,2020-04-25 19:01:32.113348
user_13,laba04,5,2020-04-25 19:08:26.822432
user_13,laba04,6,2020-04-25 20:28:58.436434
user_19,laba04,19,2020-04-25 20:37:02.012808
user_19,laba04,20,2020-04-25 20:50:03.338793
user_19,laba04,21,2020-04-25 20:50:13.303580
user_19,laba04,22,2020-04-25 20:58:42.407371
user_19,laba04,23,2020-04-25 21:09:29.378441
user_25,laba04,12,2020-04-25 21:30:32.668380
user_25,laba04,13,2020-04-25 21:33:32.786711
user_25,laba04,14,2020-04-25 21:39:43.315566
user_20,laba04,1,2020-04-25 22:23:13.834512
user_20,laba04,2,2020-04-25 22:24:33.562088
user_6,laba04,1,2020-04-25 23:59:21.925422
user_6,laba04,2,2020-04-26 00:01:15.712162
user_13,laba04,7,2020-04-26 07:33:22.367075
user_8,laba04s,7,2020-04-26 08:51:33.227824
user_8,laba04s,8,2020-04-26 08:55:26.789556
user_8,laba04s,9,2020-04-26 08:57:17.507062
user_13,laba04,8,2020-04-26 10:01:11.093066
user_3,code_rvw,3,2020-04-26 10:09:49.088018
user_19,laba04,24,2020-04-26 10:19:07.614667
user_19,laba04,25,2020-04-26 10:21:43.309470
user_19,laba04,26,2020-04-26 10:37:29.107074
user_19,laba04,27,2020-04-26 11:07:02.954583
user_19,laba04,28,2020-04-26 11:19:11.384733
user_19,laba04,29,2020-04-26 11:50:39.521485
user_19,laba04,30,2020-04-26 11:53:15.419574
user_19,laba04,31,2020-04-26 12:07:53.667761
user_20,laba04,3,2020-04-26 12:08:08.601104
user_20,laba04,4,2020-04-26 12:13:22.900213
user_19,laba04,32,2020-04-26 12:17:05.222408
user_19,laba04,33,2020-04-26 12:17:41.213336
user_13,laba04,9,2020-04-26 12:18:08.276482
user_19,laba04,34,2020-04-26 12:25:57.652148
user_19,laba04,35,2020-04-26 13:30:41.557564
user_19,laba04,36,2020-04-26 13:30:51.841196
user_6,laba04,3,2020-04-26 13:57:50.306732
user_6,laba04s,1,2020-04-26 14:25:29.925508
user_6,laba04s,2,2020-04-26 14:45:11.573270
user_6,laba04s,3,2020-04-26 14:49:30.496115
user_19,laba04,37,2020-04-26 14:58:35.868987
user_19,laba04,38,2020-04-26 15:10:10.127048
user_19,laba04,39,2020-04-26 15:23:22.155086
user_19,laba04,40,2020-04-26 15:25:36.062973
user_19,laba04,41,2020-04-26 15:27:57.002201
user_19,laba04,42,2020-04-26 15:29:14.874618
user_12,laba04s,1,2020-04-26 15:42:38.070593
user_13,laba04,10,2020-04-26 15:45:46.206821
user_28,laba04s,1,2020-04-26 15:53:44.906136
user_28,laba04s,2,2020-04-26 16:05:15.432491
user_20,laba04s,1,2020-04-26 16:05:20.794646
user_20,laba04s,2,2020-04-26 16:06:54.042640
user_20,laba04s,3,2020-04-26 16:08:01.533605
user_28,laba04s,3,2020-04-26 16:08:21.576052
user_28,laba04s,4,2020-04-26 16:10:58.952724
user_28,laba04s,5,2020-04-26 16:13:14.081017
user_12,laba04s,2,2020-04-26 16:14:14.347222
user_12,laba04s,3,2020-04-26 16:26:34.019839
user_28,laba04s,6,2020-04-26 16:29:04.966630
user_13,laba04,11,2020-04-26 16:31:08.074997
user_28,laba04s,7,2020-04-26 16:32:11.261765
user_28,laba04s,8,2020-04-26 16:34:46.984498
user_20,laba04s,4,2020-04-26 16:54:08.875596
user_1,laba04,1,2020-04-26 17:06:18.462708
user_1,laba04,2,2020-04-26 17:06:58.614501
user_1,laba04,3,2020-04-26 17:10:05.942923
user_1,laba04,4,2020-04-26 17:11:01.287640
user_1,laba04s,1,2020-04-26 17:12:11.843671
user_4,code_rvw,8,2020-04-26 17:12:28.684452
user_12,laba04s,4,2020-04-26 17:18:27.417920
user_12,laba04s,5,2020-04-26 17:30:00.933154
user_13,laba04,12,2020-04-26 17:35:44.363862
user_14,code_rvw,16,2020-04-26 18:04:27.204349
user_27,laba04s,1,2020-04-26 18:12:15.591116
user_27,laba04s,2,2020-04-26 18:13:10.314490
user_21,code_rvw,2,2020-04-26 18:30:33.348278
user_21,code_rvw,3,2020-04-26 18:32:54.790147
user_21,code_rvw,4,2020-04-26 18:34:52.325125
user_13,laba04,13,2020-04-26 18:49:01.194376
user_29,code_rvw,4,2020-04-26 18:49:15.405920
user_28,code_rvw,5,2020-04-26 18:50:21.599061
user_29,code_rvw,5,2020-04-26 18:51:46.239135
user_28,code_rvw,6,2020-04-26 18:55:57.077192
user_25,code_rvw,2,2020-04-26 18:56:06.275849
user_29,code_rvw,6,2020-04-26 18:56:41.953701
user_29,code_rvw,7,2020-04-26 18:59:32.871161
user_25,code_rvw,3,2020-04-26 19:00:49.609102
user_29,code_rvw,8,2020-04-26 19:01:26.502785
user_28,code_rvw,7,2020-04-26 19:03:17.915930
user_1,code_rvw,2,2020-04-26 19:06:58.949373
user_1,code_rvw,3,2020-04-26 19:07:19.675139
user_1,code_rvw,4,2020-04-26 19:09:05.732923
user_25,code_rvw,4,2020-04-26 19:09:12.092320
user_1,code_rvw,5,2020-04-26 19:11:53.702975
user_21,code_rvw,5,2020-04-26 19:13:23.663589
user_12,laba04s,6,2020-04-26 19:14:12.634664
user_1,code_rvw,6,2020-04-26 19:18:19.755934
user_20,laba04s,5,2020-04-26 19:20:42.723722
user_27,laba04s,3,2020-04-26 19:26:04.565046
user_27,laba04s,4,2020-04-26 19:28:08.123886
user_13,laba04,14,2020-04-26 19:33:25.233597
user_25,code_rvw,5,2020-04-26 19:36:11.372993
user_28,code_rvw,8,2020-04-26 19:42:08.218431
user_18,laba04,1,2020-04-26 19:48:11.822365
user_19,laba04,43,2020-04-26 19:49:05.115966
user_1,code_rvw,7,2020-04-26 19:50:04.830718
user_20,code_rvw,2,2020-04-26 19:55:46.884638
user_25,code_rvw,6,2020-04-26 19:57:16.630976
user_19,laba04,44,2020-04-26 19:58:03.742435
user_25,code_rvw,7,2020-04-26 19:59:13.384793
user_25,code_rvw,8,2020-04-26 20:00:14.492032
user_27,laba04s,5,2020-04-26 20:03:10.912081
user_18,laba04s,1,2020-04-26 20:03:56.935458
user_18,laba04s,2,2020-04-26 20:05:51.704679
user_25,code_rvw,9,2020-04-26 20:10:36.585309
user_25,code_rvw,10,2020-04-26 20:11:05.846723
user_25,code_rvw,11,2020-04-26 20:14:43.971754
user_19,laba04,45,2020-04-26 20:16:52.796653
user_25,code_rvw,12,2020-04-26 20:19:50.788005
user_1,code_rvw,8,2020-04-26 20:20:08.748707
user_15,laba04,1,2020-04-26 20:20:37.147886
user_15,laba04,2,2020-04-26 20:21:04.904685
user_15,laba04,3,2020-04-26 20:21:32.942996
user_20,laba04s,6,2020-04-26 20:24:49.800040
user_15,laba04,4,2020-04-26 20:25:13.000406
user_15,laba04,5,2020-04-26 20:25:21.097330
user_15,laba04,6,2020-04-26 20:25:35.508207
user_16,laba04,5,2020-04-26 20:25:45.113543
user_16,laba04,6,2020-04-26 20:25:55.176286
user_16,laba04,7,2020-04-26 20:26:22.709701
user_16,laba04,8,2020-04-26 20:26:26.387252
user_28,code_rvw,9,2020-04-26 20:28:47.600482
user_27,laba04s,6,2020-04-26 20:38:24.173422
user_27,laba04s,7,2020-04-26 20:47:54.981197
user_27,laba04s,8,2020-04-26 20:52:12.782699
user_16,laba04,9,2020-04-26 20:58:32.126575
user_20,laba04s,7,2020-04-26 21:02:45.408135
user_25,laba04s,1,2020-04-26 21:07:56.952117
user_25,laba04s,2,2020-04-26 21:14:41.246557
user_25,laba04s,3,2020-04-26 21:17:43.408590
user_25,laba04s,4,2020-04-26 21:18:09.722604
user_25,laba04s,5,2020-04-26 21:21:04.648854
user_25,laba04s,6,2020-04-26 21:24:33.834534
user_25,laba04s,7,2020-04-26 21:27:14.798060
user_27,laba04s,9,2020-04-26 21:47:01.391071
user_27,laba04,1,2020-04-26 21:47:14.819957
user_13,laba04,15,2020-04-26 22:19:59.143064
user_13,laba04s,1,2020-04-26 22:21:04.093297
user_13,laba04s,2,2020-04-26 22:22:59.663100
user_13,laba04s,3,2020-04-26 23:02:08.638967
user_12,laba04s,7,2020-04-27 03:45:20.301858
user_20,laba04s,8,2020-04-27 08:29:08.135926
user_25,laba04s,8,2020-04-27 21:06:34.734565
user_28,laba04s,9,2020-04-28 11:15:32.037489
user_28,laba04s,10,2020-04-28 11:41:53.997581
user_22,laba05,1,2020-04-28 16:53:45.762540
user_4,laba05,1,2020-04-29 20:24:43.942138
user_4,laba05,2,2020-04-29 20:26:37.401628
user_20,laba04s,9,2020-04-29 20:28:54.644959
user_4,laba05,3,2020-04-29 20:35:59.135874
user_4,laba05,4,2020-04-29 20:39:51.827555
user_4,laba05,5,2020-04-29 20:42:34.113013
user_20,laba04s,10,2020-04-29 22:29:56.850616
user_20,laba04s,11,2020-04-29 22:56:13.162286
user_20,laba04s,12,2020-04-29 22:56:41.546313
user_20,laba04s,13,2020-04-30 05:13:24.357270
user_20,laba04s,14,2020-04-30 07:42:15.227056
user_26,code_rvw,2,2020-04-30 10:04:34.388844
user_26,code_rvw,3,2020-04-30 10:07:07.184324
user_26,code_rvw,4,2020-04-30 10:09:58.118911
user_26,code_rvw,5,2020-04-30 10:11:46.173351
user_14,laba05,1,2020-04-30 11:33:04.523118
user_20,laba04s,15,2020-04-30 15:41:07.070961
user_20,laba04s,16,2020-04-30 15:42:15.245806
user_10,code_rvw,4,2020-04-30 18:03:56.938278
user_26,laba05,1,2020-04-30 18:05:56.025588
user_26,laba05,2,2020-04-30 18:21:30.618309
user_26,laba05,3,2020-04-30 18:44:07.162108
user_26,laba05,4,2020-04-30 18:44:16.457268
user_26,laba05,5,2020-04-30 18:44:42.069896
user_29,laba05,1,2020-04-30 19:12:27.296019
user_29,laba05,2,2020-04-30 19:18:32.432096
user_29,laba05,3,2020-04-30 19:21:12.427084
user_29,laba05,4,2020-04-30 19:22:23.667663
user_29,laba05,5,2020-04-30 19:22:31.307210
user_29,laba05,6,2020-04-30 19:22:46.861541
user_20,laba04s,17,2020-04-30 19:23:23.339670
user_29,laba05,7,2020-04-30 19:24:31.448801
user_29,laba05,8,2020-04-30 19:25:50.494196
user_29,laba05,9,2020-04-30 19:29:12.872467
user_29,laba05,10,2020-04-30 19:30:24.487551
user_29,laba05,11,2020-04-30 19:32:33.202358
user_29,laba05,12,2020-04-30 19:33:29.815964
user_29,lab05s,1,2020-05-01 06:55:02.780101
user_26,laba05,6,2020-05-01 11:07:51.872817
user_3,laba05,1,2020-05-01 11:29:17.988118
user_3,laba05,2,2020-05-01 11:34:49.944703
user_3,laba05,3,2020-05-01 11:37:30.301830
user_25,laba05,1,2020-05-01 13:02:27.357650
user_31,laba05,1,2020-05-01 13:14:49.160160
user_31,laba05,2,2020-05-01 18:12:59.499804
user_28,laba05,1,2020-05-01 18:29:11.968537
user_31,laba05,3,2020-05-01 18:34:27.560236
user_31,laba05,4,2020-05-01 18:34:36.300008
user_31,laba05,5,2020-05-01 18:36:04.688510
user_31,laba05,6,2020-05-01 18:37:49.346219
user_31,laba05,7,2020-05-01 18:39:25.724347
user_31,laba05,8,2020-05-01 18:39:56.494818
user_31,laba05,9,2020-05-01 18:40:30.622029
user_31,laba05,10,2020-05-01 18:43:57.609080
user_31,laba05,11,2020-05-01 18:44:47.966800
user_31,laba05,12,2020-05-01 18:45:27.659890
user_31,laba05,13,2020-05-01 19:01:08.507683
user_31,laba05,14,2020-05-01 19:02:37.243607
user_28,laba05,2,2020-05-01 19:06:58.087627
user_31,laba05,15,2020-05-01 19:09:52.640127
user_31,laba05,16,2020-05-01 19:16:38.680150
user_28,laba05,3,2020-05-01 19:16:40.626089
user_10,laba05,1,2020-05-01 19:27:26.063245
user_30,laba05,1,2020-05-01 19:31:18.375833
user_30,laba05,2,2020-05-01 19:40:22.465825
user_31,laba05,17,2020-05-01 21:12:53.760791
user_31,laba05,18,2020-05-01 21:17:11.658924
user_20,laba05,1,2020-05-01 22:48:55.288158
user_20,laba05,2,2020-05-01 22:50:31.303428
user_20,laba05,3,2020-05-01 22:58:11.937216
user_20,laba05,4,2020-05-01 22:59:24.208183
user_14,lab05s,1,2020-05-02 07:34:08.987744
user_14,lab05s,2,2020-05-02 07:34:37.763907
user_3,lab05s,1,2020-05-02 08:06:10.075994
user_30,laba05,3,2020-05-02 09:31:38.448199
user_17,lab05s,1,2020-05-02 10:23:18.213323
user_31,laba05,19,2020-05-02 11:00:15.357469
user_30,laba05,4,2020-05-02 11:15:03.948487
user_30,laba05,5,2020-05-02 11:15:34.551244
user_30,laba05,6,2020-05-02 11:17:31.960985
user_30,laba05,7,2020-05-02 11:19:31.991589
user_31,laba05,20,2020-05-02 11:21:04.208139
user_30,laba05,8,2020-05-02 11:21:24.671487
user_30,laba05,9,2020-05-02 11:21:35.536576
user_31,laba05,21,2020-05-02 11:21:44.497354
user_31,laba05,22,2020-05-02 11:22:16.790430
user_30,laba05,10,2020-05-02 11:24:38.784135
user_31,laba05,23,2020-05-02 11:27:44.544795
user_31,laba05,24,2020-05-02 11:27:53.531501
user_31,laba05,25,2020-05-02 11:28:45.670591
user_31,laba05,26,2020-05-02 11:29:19.401844
user_31,laba05,27,2020-05-02 11:29:37.517488
user_31,laba05,28,2020-05-02 11:29:51.490686
user_31,laba05,29,2020-05-02 11:30:07.470026
user_31,laba05,30,2020-05-02 11:30:22.243902
user_31,laba05,31,2020-05-02 11:31:00.363892
user_31,laba05,32,2020-05-02 11:31:16.990561
user_31,laba05,33,2020-05-02 11:31:34.775266
user_31,laba05,34,2020-05-02 11:31:47.906239
user_31,laba05,35,2020-05-02 11:32:21.297609
user_31,laba05,36,2020-05-02 11:33:01.422405
user_31,laba05,37,2020-05-02 11:33:06.096214
user_31,laba05,38,2020-05-02 11:33:21.243092
user_31,laba05,39,2020-05-02 11:33:38.577610
user_31,laba05,40,2020-05-02 11:35:11.159706
user_31,laba05,41,2020-05-02 11:35:45.013452
user_31,laba05,42,2020-05-02 11:36:00.306139
user_31,laba05,43,2020-05-02 11:38:22.694894
user_31,laba05,44,2020-05-02 11:38:45.428875
user_31,laba05,45,2020-05-02 11:39:12.312002
user_31,laba05,46,2020-05-02 11:39:41.675489
user_31,laba05,47,2020-05-02 11:39:53.254811
user_31,laba05,48,2020-05-02 11:40:23.013041
user_31,laba05,49,2020-05-02 11:40:36.710668
user_31,laba05,50,2020-05-02 11:40:58.657485
user_31,laba05,51,2020-05-02 11:41:13.594120
user_31,laba05,52,2020-05-02 11:53:47.161856
user_31,laba05,53,2020-05-02 11:53:52.851911
user_31,laba05,54,2020-05-02 12:02:24.148454
user_31,laba05,55,2020-05-02 12:02:47.080008
user_31,laba05,56,2020-05-02 12:02:49.842298
user_30,laba05,11,2020-05-02 12:02:56.743596
user_31,laba05,57,2020-05-02 12:03:13.028898
user_30,laba05,12,2020-05-02 12:03:25.294393
user_31,laba05,58,2020-05-02 12:04:37.598361
user_31,laba05,59,2020-05-02 12:06:37.356484
user_31,laba05,60,2020-05-02 12:07:24.945909
user_26,lab05s,1,2020-05-02 12:08:48.303560
user_17,laba05,1,2020-05-02 13:21:24.045876
user_17,laba05,2,2020-05-02 13:21:27.308196
user_8,laba05,1,2020-05-02 13:28:07.705193
user_8,laba05,2,2020-05-02 13:33:42.129019
user_8,laba05,3,2020-05-02 13:41:40.065238
user_17,laba05,3,2020-05-02 13:42:54.739732
user_17,laba05,4,2020-05-02 13:43:01.855787
user_17,laba05,5,2020-05-02 13:44:05.300667
user_17,laba05,6,2020-05-02 13:44:09.437118
user_17,laba05,7,2020-05-02 13:44:13.394964
user_8,laba05,4,2020-05-02 13:47:18.770842
user_17,laba05,8,2020-05-02 13:48:02.558762
user_8,laba05,5,2020-05-02 13:48:36.112632
user_8,laba05,6,2020-05-02 13:53:00.391653
user_21,laba05,1,2020-05-02 14:05:40.013959
user_21,laba05,2,2020-05-02 14:13:48.471621
user_21,laba05,3,2020-05-02 14:13:54.435610
user_21,laba05,4,2020-05-02 14:14:12.568465
user_21,laba05,5,2020-05-02 14:20:05.105689
user_21,laba05,6,2020-05-02 14:22:16.010812
user_24,laba05,1,2020-05-02 14:32:54.652575
user_8,laba05,7,2020-05-02 14:33:02.936754
user_29,code_rvw,9,2020-05-02 14:38:07.977188
user_8,laba05,8,2020-05-02 14:44:16.134131
user_21,laba05,7,2020-05-02 14:48:03.879903
user_24,laba05,2,2020-05-02 14:48:18.745613
user_21,laba05,8,2020-05-02 14:52:22.294883
user_21,laba05,9,2020-05-02 14:53:21.160250
user_8,laba05,9,2020-05-02 14:53:43.742408
user_8,laba05,10,2020-05-02 15:01:22.289016
user_8,laba05,11,2020-05-02 15:01:42.452032
user_8,laba05,12,2020-05-02 15:02:08.873228
user_8,laba05,13,2020-05-02 15:05:39.470529
user_8,laba05,14,2020-05-02 15:08:31.337637
user_8,laba05,15,2020-05-02 15:10:53.978354
user_19,laba05,1,2020-05-02 15:16:13.586405
user_15,laba05,1,2020-05-02 15:28:12.028037
user_8,laba05,16,2020-05-02 15:34:16.686342
user_24,laba05,3,2020-05-02 15:58:18.711651
user_8,laba05,17,2020-05-02 16:05:13.151520
user_24,laba05,4,2020-05-02 16:05:32.211420
user_21,laba05,10,2020-05-02 16:08:43.304048
user_19,laba05,2,2020-05-02 16:23:13.384006
user_19,laba05,3,2020-05-02 16:27:18.614927
user_8,laba05,18,2020-05-02 16:33:36.619404
user_24,laba05,5,2020-05-02 16:34:08.294006
user_8,laba05,19,2020-05-02 16:35:57.798182
user_8,laba05,20,2020-05-02 16:36:22.163367
user_24,laba05,6,2020-05-02 16:37:38.954379
user_24,laba05,7,2020-05-02 16:39:16.740463
user_24,laba05,8,2020-05-02 16:59:31.126802
user_24,code_rvw,1,2020-05-02 17:05:22.121309
user_15,lab05s,1,2020-05-02 17:20:49.594430
user_1,laba05,1,2020-05-02 19:15:18.540185
user_13,laba05,1,2020-05-02 19:31:35.398386
